date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:00:40	132/132	---M--	200	added ('OK')	application/json	etag:W/%2284-iYOj708qLCuBY5B6Ipx1h0lgKtA%22	https://yuzzu-api.herokuapp.com/api/nsfw/cum	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/cum.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:41	138/138	---M--	200	added ('OK')	application/json	etag:W/%228a-uMlbP23hZroxvzyZJnnzANYc9ZA%22	https://yuzzu-api.herokuapp.com/api/nsfw/ero	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/ero.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:41	140/140	---M--	200	added ('OK')	application/json	etag:W/%228c-HWSALSmqF21B2e12scOU0XOoh9Q%22	https://yuzzu-api.herokuapp.com/api/nsfw/femdom	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/femdom.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:41	135/135	---M--	200	added ('OK')	application/json	etag:W/%2287-nl7AgGN/MWQlBGKoknt2ix1IQxs%22	https://yuzzu-api.herokuapp.com/api/nsfw/foot	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/foot.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:42	132/132	---M--	200	added ('OK')	application/json	etag:W/%2284-r+ztXcNFm4S6oyc6FYN+uMc7BUA%22	https://yuzzu-api.herokuapp.com/api/nsfw/gangbang	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/gangbang.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:42	138/138	---M--	200	added ('OK')	application/json	etag:W/%228a-danWYKt0G0xuS2GYiSRcSO2ha2s%22	https://yuzzu-api.herokuapp.com/api/nsfw/glasses	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/glasses.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:43	138/138	---M--	200	added ('OK')	application/json	etag:W/%228a-ZiOQT8pSe6xv+gEWwEn5Y72Y9U8%22	https://yuzzu-api.herokuapp.com/api/nsfw/hentai	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/hentai.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:43	148/148	---M--	200	added ('OK')	application/json	etag:W/%2294-/2qV1iezLPNsHjBEqdGeO/I1NmQ%22	https://yuzzu-api.herokuapp.com/api/nsfw/hentaigif	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/hentaigif.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:44	213/213	---M--	200	added ('OK')	application/json	etag:W/%22d5-RGs1Dairep0y6Jy28qfNPnEIEGY%22	https://yuzzu-api.herokuapp.com/api/nsfw/jahy	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/jahy.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:44	200/200	---M--	200	added ('OK')	application/json	etag:W/%22c8-29bJzKAW7y9+1yla9qe+Nror6g4%22	https://yuzzu-api.herokuapp.com/api/nsfw/masturbation	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/masturbation.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:45	144/144	---M--	200	added ('OK')	application/json	etag:W/%2290-8SQkmMzaxG4gH2uxUrNhW2JP+ac%22	https://yuzzu-api.herokuapp.com/api/nsfw/nsfwNeko	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/nsfwNeko.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:45	137/137	---M--	200	added ('OK')	application/json	etag:W/%2289-9kGfFtJuyEBZQQZnYHhph9qIlDQ%22	https://yuzzu-api.herokuapp.com/api/nsfw/orgy	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/orgy.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:45	164/164	---M--	200	added ('OK')	application/json	etag:W/%22a4-cA645i+ax6+3rsIXAdxjicQX4iQ%22	https://yuzzu-api.herokuapp.com/api/nsfw/panties	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/panties.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:46	319/319	---M--	200	added ('OK')	application/json	etag:W/%2213f-DlP4QB9NkNQIHhFosw/6SFg3K38%22	https://yuzzu-api.herokuapp.com/api/nsfw/pussy	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/pussy.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:46	145/145	---M--	200	added ('OK')	application/json	etag:W/%2291-MvoX2VchtC8rRS8Hr2iyw4/LvJ4%22	https://yuzzu-api.herokuapp.com/api/nsfw/thighs	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/thighs.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:47	314/314	---M--	200	added ('OK')	application/json	etag:W/%2213a-2tYNHPrPVFhRyUN5Lxycffhyuag%22	https://yuzzu-api.herokuapp.com/api/nsfw/yuri	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw/yuri.json	(from https://yuzzu-api.herokuapp.com/anime)
11:00:49	267/267	---M--	200	added ('OK')	application/json	etag:W/%2210b-0ZRZIoIdjjcRGnLQFk0S/xIiOEU%22	https://yuzzu-api.herokuapp.com/api/news/infogempa	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/news/infogempa.json	(from https://yuzzu-api.herokuapp.com/info)
11:00:50	83/83	---M--	200	added ('OK')	application/json	etag:W/%2253-bd/lgQvxWVyrLLTPrVCvam9rbsQ%22	https://yuzzu-api.herokuapp.com/api/news/covidindo	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/news/covidindo.json	(from https://yuzzu-api.herokuapp.com/info)
11:00:53	225/225	---M--	200	added ('OK')	application/json	etag:W/%22e1-CK74HkEO7eiDJFrY3mXmypOQdvg%22	https://yuzzu-api.herokuapp.com/api/news/covidworld	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/news/covidworld.json	(from https://yuzzu-api.herokuapp.com/info)
11:00:53	83/83	---M--	200	added ('OK')	application/json	etag:W/%2253-bd/lgQvxWVyrLLTPrVCvam9rbsQ%22	https://yuzzu-api.herokuapp.com/api/news/covid	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/news/covid.json	(from https://yuzzu-api.herokuapp.com/info)
11:00:56	65956/65956	---M--	200	added ('OK')	application/json	etag:W/%22101a4-JHDmSupz6MW4qWp7JwRhs9HS7ZI%22	https://yuzzu-api.herokuapp.com/api/news/cnn	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/news/cnn.json	(from https://yuzzu-api.herokuapp.com/info)
11:00:58	63726/63726	---M--	200	added ('OK')	application/json	etag:W/%22f8ee-m4Y0+rZSzPtSE84prscgPSkxLho%22	https://yuzzu-api.herokuapp.com/api/news/cnbc	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/news/cnbc.json	(from https://yuzzu-api.herokuapp.com/info)
11:00:59	9547/9547	---M--	200	added ('OK')	application/json	etag:W/%22254b-EvX0rQYJ8rFnR5ZWESx4/23A8IY%22	https://yuzzu-api.herokuapp.com/api/news/republika	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/news/republika.json	(from https://yuzzu-api.herokuapp.com/info)
11:01:00	4546/4546	---M--	200	added ('OK')	application/json	etag:W/%2211c2-qd5oDwpaQX1f3iis6MJGm1Ly5u4%22	https://yuzzu-api.herokuapp.com/api/news/tempo	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/news/tempo.json	(from https://yuzzu-api.herokuapp.com/info)
11:01:00	132/132	---M--	200	added ('OK')	application/json	etag:W/%2284-Fvx7gOTglJzw4vfoOzBBSpcx/Ho%22	https://yuzzu-api.herokuapp.com/api/news/antara	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/news/antara.json	(from https://yuzzu-api.herokuapp.com/info)
11:01:02	31027/31027	---M--	200	added ('OK')	application/json	etag:W/%227933-wOfoy1YcuSubLPkIvyLxoqqXVLQ%22	https://yuzzu-api.herokuapp.com/api/news/kumparan	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/news/kumparan.json	(from https://yuzzu-api.herokuapp.com/info)
11:01:03	246/246	---M--	200	added ('OK')	application/json	etag:W/%22f6-IzZCc/LuXo9hP1CI8jUeZ7vw2jc%22	https://yuzzu-api.herokuapp.com/api/caklontong	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/caklontong.json	(from https://yuzzu-api.herokuapp.com/fun)
11:01:03	180/180	---M--	200	added ('OK')	application/json	etag:W/%22b4-nmPiiQvYpLGwRxR53X6p4KRWr7c%22	https://yuzzu-api.herokuapp.com/api/tebakgambar	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/tebakgambar.json	(from https://yuzzu-api.herokuapp.com/fun)
11:01:04	61/61	---M--	200	added ('OK')	application/json	etag:W/%223d-jvJvXZolM60QiZ6fgtUHUCi4Z7o%22	https://yuzzu-api.herokuapp.com/api/hilih?kata=Anjing	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/hilih1b11.json	(from https://yuzzu-api.herokuapp.com/fun)
11:01:04	246/246	---M--	200	added ('OK')	application/json	etag:W/%22f6-5pPqgQxyCRJV7uk1WDt/cM94PZo%22	https://yuzzu-api.herokuapp.com/api/darkjokes	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/darkjokes.json	(from https://yuzzu-api.herokuapp.com/fun)
11:01:06	59/59	---M--	200	added ('OK')	application/json	etag:W/%223b-WiBpyl7yeWtNujhfcSraU610bLY%22	https://yuzzu-api.herokuapp.com/api/simi?text=Halo	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/simi931c.json	(from https://yuzzu-api.herokuapp.com/fun)
11:01:06	160/160	---M--	200	added ('OK')	application/json	etag:W/%22a0-DID/iQbRaPvWQ3AgbBWqMzxS2W0%22	https://yuzzu-api.herokuapp.com/api/base?type=base64&encode=YuzzuKamiyaka	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/base2b3c.json	(from https://yuzzu-api.herokuapp.com/baseenc)
11:01:07	157/157	---M--	200	added ('OK')	application/json	etag:W/%229d-p/U/j5xsxs6lTA7eVOUDFT7GWoA%22	https://yuzzu-api.herokuapp.com/api/base?type=base64&decode=Q2hlZW1zR2FudGVuZw==	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/base2a59.json	(from https://yuzzu-api.herokuapp.com/baseenc)
11:01:07	161/161	---M--	200	added ('OK')	application/json	etag:W/%22a1-qZn7gFnKY7EtPzCqRsmq/NzTCik%22	https://yuzzu-api.herokuapp.com/api/base?type=base32&encode=YuzzuKamiyaka	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/base427c.json	(from https://yuzzu-api.herokuapp.com/baseenc)
11:01:07	182/182	---M--	200	added ('OK')	application/json	etag:W/%22b6-W4bWDb0dBFM3IvuOd5kvuHg5cbs%22	https://yuzzu-api.herokuapp.com/api/base?type=base32&decode=INUGKZLNONDWC3TUMVXGO===	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/base065c.json	(from https://yuzzu-api.herokuapp.com/baseenc)
11:01:08	165/165	---M--	200	added ('OK')	application/json	etag:W/%22a5-yZmIqd6EV0k17FmPSHliFtDavSk%22	https://yuzzu-api.herokuapp.com/api/shorturl?url=https://www.mediafire.com/file/loydys4ztwnjwgy/CrewYuz44.zip/file	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/shorturlef1b.json	(from https://yuzzu-api.herokuapp.com/other)
11:01:13	221/221	---M--	200	added ('OK')	application/json	etag:W/%22dd-/s/ACVGCvb+ASk2y1BH2UcACJ9c%22	https://yuzzu-api.herokuapp.com/api/kbbi?kata=Aku	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/kbbif2cb.json	(from https://yuzzu-api.herokuapp.com/other)
11:01:15	3888/3888	---M--	200	added ('OK')	application/json	etag:W/%22f30-8bTF1/n97eT7V23EWXeMeATcN0I%22	https://yuzzu-api.herokuapp.com/api/kodepos?kota=Jakarta	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/kodepos3609.json	(from https://yuzzu-api.herokuapp.com/other)
11:01:15	1128/1128	---M--	200	added ('OK')	text/css	etag:W/%22468-17ceb3dfa40%22	https://yuzzu-api.herokuapp.com/style.css	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/style.css	(from https://yuzzu-api.herokuapp.com/tik-tok)
11:01:16	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620cd6ff-15283%22	https://code.jquery.com/jquery-3.2.1.min.js	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/code.jquery.com/jquery-3.2.1.min.js	(from https://yuzzu-api.herokuapp.com/tik-tok)
11:01:17	147/147	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Jun%202022%2004:01:13%20GMT	https://yuzzu-api.herokuapp.com/api/nsfw	C:/Users/billi/OneDrive/Dokumen/website/website-playshop/yuzzu-api.herokuapp.com/api/nsfw	(from https://yuzzu-api.herokuapp.com/api/nsfw/)
